movieId,imdbId,tmdbId
66339,63198,98193
66344,67327,49600
66352,825241,24171
66354,275434,47980
66365,90192,5677
66369,68916,44618
66371,1069238,16804
66385,1019454,25405
66389,808148,73953
66427,489235,1961
66437,489225,15148
66440,120028,54838
66472,1133995,15945
66491,173957,171840
66503,1320355,68190
66506,991167,14204
66509,1201167,20829
66511,1213019,30508
66513,1322381,
66517,1194271,15039
66537,490377,13639
66539,79153,47561
66544,208629,18884
66547,49010,26036
66549,119211,434306
66551,1103256,14977
66553,414510,157909
66579,831916,21851
66581,1116186,15105
66584,1014801,17314
66586,783518,24351
66590,48056,94405
66592,756206,110761
66596,1237838,38087
66614,948532,16177
66618,439884,29363
66620,51688,79331
66622,24124,36499
66639,891592,15268
66652,910934,17317
66655,475317,434
66659,1142800,15670
66662,19699,206034
66665,1176740,19255
66667,53901,43034
66686,39941,29117
66691,1112782,14979
66701,479275,18208
66718,50458,41054
66720,42249,37468
66744,1023490,8832
66758,61196,50013
66762,869994,8279
66773,497316,14063
66783,758746,13207
66785,901487,15067
66789,1214983,14853
66798,838232,15159
66801,479044,18529
66808,400426,7916
66811,373915,38789
66813,1200060,90324
66815,269771,67384
66854,363060,36281
66857,22125,42818
66859,1059773,29717
66861,27489,43873
66866,869152,17158
66868,782154,24221
66870,961066,17077
66897,1080930,47497
66900,493424,10049
66902,448114,9914
66904,91767,40227
66915,102802,20421
66927,388474,125858
66932,195630,111014
66934,1227926,14301
66941,431114,8382
66943,465430,13849
66947,52733,27061
66977,22877,43146
66979,488023,85330
66981,28653,53574
66983,41445,74286
67009,1104783,30906
67068,93811,26939
67070,106309,26127
67073,489018,13613
67087,1155056,16538
67096,41178,19998
67098,55796,5334
67135,40643,26387
67138,432318,7517
67140,22698,34474
67168,926063,13094
67186,492044,18781
67190,186311,27757
67193,1135487,16558
67197,448011,13811
67223,990413,17003
67233,304296,80314
67247,1164092,161006
67252,785035,16353
67255,1132620,15472
67257,86981,52528
67267,862846,13090
67295,1287845,15854
67298,44683,53651
67300,36037,58076
67314,400688,143240
67316,442947,73856
67331,416243,14180
67354,368296,36836
67356,1103984,17166
67359,48199,47739
67361,1124039,16325
67363,778749,113321
67365,465375,17097
67370,67885,46799
67405,1385824,19950
67408,892782,15512
67420,493402,14735
67422,449573,24220
67424,825239,21946
67429,1172203,20529
67457,943326,30155
67459,405977,39914
67464,23590,42914
67501,97676,36392
67504,67324,62437
67508,765432,6968
67534,490086,13161
67536,116036,16197
67603,24902,53828
67607,498329,34015
67618,494277,13808
67620,1073241,14637
67624,1085507,15912
67657,478329,18096
67665,1157605,18094
67667,41198,33811
67675,27040,53863
67695,1197628,16991
67702,22279,99283
67704,33173,94854
67706,43090,43396
67734,1091722,16614
67744,128378,31273
67748,475380,18558
67784,418586,16071
67788,1093908,20048
67792,865297,8747
67799,1234541,16258
67801,1173745,15451
67803,221455,330711
67809,73241,82962
67812,200192,22705
67839,981072,16005
67845,387701,55748
67847,377651,39331
67850,1198399,284117
67852,419477,
67865,107751,55500
67867,1098327,14164
67869,27623,3632
67871,787505,9841
67873,439860,91099
67876,42629,97421
67878,50652,43250
67881,365100,142973
67888,26676,55773
67890,53182,1940
67892,53690,33726
67894,47338,61070
67896,45991,93562
67898,435653,13557
67900,454839,10041
67907,127626,31132
67923,1013752,13804
67925,20768,34796
67927,37761,35849
67929,36400,35022
67931,38268,45965
67949,792948,19976
67957,94075,1387
67980,79168,21376
67983,833960,16867
67997,1226774,19833
67999,1249171,16919
68012,1294790,15580
68028,1133991,15801
68039,803029,8902
68044,46878,19618
68067,45737,83099
68069,53220,27644
68073,1131729,18947
68099,180443,128857
68115,41886,46096
68128,410321,67857
68135,974661,16996
68137,471834,168538
68153,87481,8833
68157,361748,16869
68159,473705,16995
68161,45992,99224
68163,41610,94139
68168,109747,10000
68173,15361,44967
68175,318413,91603
68177,26614,84908
68180,395461,45882
68194,1226271,21641
68201,814131,13119
68205,1121931,15092
68214,10155,51472
68216,17437,51263
68222,491720,24365
68226,190506,38872
68233,44872,95977
68237,1182345,17431
68242,110274,38870
68244,120619,67849
68246,121297,112582
68254,19400,205410
68259,1241195,13123
68263,1038043,33974
68265,276216,45949
68269,962736,18320
68271,57829,49571
68273,462441,53204
68288,865554,17436
68314,1205551,30843
68319,458525,2080
68324,1103982,17680
68326,455577,36175
68329,26273,53624
68337,1051245,120528
68339,1058058,17073
68347,1127715,21191
68349,107411,270952
68358,796366,13475
68392,210094,24273
68411,36705,38464
68442,363780,22152
68444,460810,16279
68462,847877,72891
68472,910559,6461
68474,24500,23391
68480,79718,11160
68482,1117667,168643
68484,1264363,19350
68486,1326972,15384
68489,1331092,156908
68495,484437,48116
68498,1139800,15342
68511,890883,25004
68513,448179,17124
68515,64203,210487
68517,67484,64115
68519,1231277,17532
68522,393597,10946
68524,24516,23590
68533,1359583,
68536,278736,30416
68539,36092,65503
68541,84923,38869
68544,79914,
68548,880648,17027
68552,924129,15577
68554,808151,13448
68572,279176,288035
68574,64240,92312
68576,24293,80592
68590,275410,90120
68593,893401,17635
68597,70653,42738
68600,787470,14141
68612,1049400,30312
68614,79875,47906
68645,58323,111752
68647,64695,122160
68650,1032819,17740
68653,26276,42943
68659,489049,13532
68662,104283,18495
68664,103877,180162
68667,810945,25218
68674,967945,24053
68676,67456,53947
68685,984200,15705
68690,996605,14448
68749,1082853,21583
68791,438488,534
68793,1078912,18360
68831,479046,38008
68833,943512,2049
68835,476991,19375
68838,977648,23997
68843,1020885,18238
68848,844286,21755
68853,43781,43378
68855,42744,121707
68858,1156173,30239
68865,60623,101362
68868,62228,8211
68872,38823,8429
68874,73198,44012
68884,920473,10541
68886,478724,19955
68890,35996,90799
68892,70605,39194
68897,81110,36460
68899,16123,27502
68901,990404,15555
68915,67429,40022
68919,56910,86764
68921,35082,42062
68923,449471,14126
68932,821642,17332
68941,844708,18405
68943,346513,155426
68945,169880,21832
68952,1127180,16871
68954,1049413,14160
68956,53579,21967
68959,485323,14003
68963,808244,16899
68965,1153706,21724
68967,836700,8282
68974,19379,31404
68976,66989,42513
69005,24008,83868
69007,62975,4934
69027,1167660,15588
69039,33606,61109
69042,30138,129089
69061,1138489,14857
69069,1083456,17927
69072,40970,77822
69075,120376,14330
69088,59894,26508
69093,1276107,28677
69095,475286,19203
69103,1314280,15712
69118,910905,13975
69122,1119646,18785
69131,443559,16164
69134,870984,17609
69136,77451,33104
69140,479760,37924
69155,48484,43321
69159,425151,18869
69169,40820,17829
69187,1230448,16345
69195,48350,81512
69199,1043537,115306
69201,230992,
69203,358146,200796
69211,415679,27134
69213,101583,37024
69217,25455,53622
69219,74103,761
69222,66423,11914
69224,119620,64968
69227,106827,34300
69231,178031,58018
69233,9937,70806
69241,80196,45560
69243,870195,26506
69251,479162,13856
69253,1095174,14536
69255,1024899,13710
69269,456165,15084
69275,1278340,14451
69278,457400,18162
69280,1059905,34482
69284,1145446,16324
69299,21885,50600
69302,1122599,18468
69304,780567,19724
69306,1111422,18487
69310,407851,27799
69324,920458,8883
69332,478149,49767
69336,1278336,29314
69339,460742,40465
69341,425150,10272
69354,35429,23924
69356,80180,18061
69358,1152397,21179
69361,1160629,42341
69370,78128,18760
69372,997147,11693
69374,108596,40509
69379,409793,15073
69381,102045,31544
69387,54936,84119
69394,1277737,33409
69406,1041829,18240
69419,56961,51260
69421,69976,28110
69429,53917,89484
69432,492487,48288
69436,1045778,17610
69438,962774,8933
69442,54169,156917
69444,48077,37911
69446,61093,38773
69448,479519,8269
69451,100152,45779
69453,73260,27085
69458,1032821,8940
69460,54205,133
69464,233651,20152
69466,409681,14938
69469,1389762,19508
69475,60358,66770
69481,887912,12162
69483,57643,4498
69485,26047,176810
69487,51362,170477
69489,65908,75015
69493,1042570,18507
69495,910847,16240
69498,42906,50030
69500,74251,81223
69503,85603,24772
69506,100079,67515
69509,6206,29082
69516,1135092,8284
69518,808425,4250
69521,1092007,32451
69524,772251,62128
69526,1055369,8373
69529,1014762,62320
69542,102178,24734
69545,782037,75317
69552,436854,8939
69559,41368,35404
69565,775434,91205
69569,50562,53906
69574,1034325,19079
69604,1178663,19265
69606,821640,12556
69609,419815,43638
69611,73133,4990
69626,45886,43192
69640,1152836,11322
69644,1080016,8355
69652,1166085,10821
69654,1131748,176241
69666,1340123,47075
69670,101874,41385
69674,43812,25728
69677,39294,20301
69685,285627,24232
69687,48213,242737
69689,98189,50201
69699,87644,52109
69701,47499,251657
69704,489244,24927
69706,119728,183871
69708,443335,156063
69712,1078588,10024
69714,1144804,10788
69720,475298,15423
69722,90948,33321
69729,242572,69426
69732,354690,16226
69744,21673,42659
69746,1295071,16440
69748,104604,37021
69753,35195,62186
69755,25440,22612
69757,1022603,19913
69761,111845,47104
69766,296108,17359
69768,26667,47920
69771,18379,82474
69773,41615,45184
69784,889583,18480
69786,1015971,64831
69788,1454902,266814
69792,63256,4931
69800,111464,301233
69803,73000,18901
69805,1146438,14728
69809,972558,16911
69811,476323,70648
69818,893402,8884
69821,110490,38940
69830,1361558,19105
69842,944101,14758
69844,417741,767
69849,75572,67479
69856,91507,59847
69858,86890,60623
69860,901481,14687
69864,799948,351862
69873,120882,10353
69878,1160424,49360
69880,117780,245367
69904,470055,9592
69906,195165,68572
69908,60479,84278
69911,47469,43195
69917,282171,23964
69919,837800,14531
69926,34236,76465
69928,274678,51302
69931,69823,76452
69934,404254,14197
69945,46969,20174
69947,76709,48773
69949,89937,60008
69951,1054606,8054
69953,1278293,19929
69957,100624,123777
69964,52604,18696
69971,68883,3478
69974,896927,30713
69979,338085,54759
69981,960098,30121
69986,109702,64901
69988,1334537,23720
69992,829297,14843
69995,938341,8937
70008,472118,9974
70015,1194238,22302
70032,833557,20382
70046,70868,53868
70048,101660,69342
70050,90753,83078
70062,138541,37516
70064,1203523,19727
70088,70248,56150
70093,1179258,22215
70102,1104806,18635
70118,66317,4983
70121,24805,53830
70126,358631,38971
70128,239670,49691
70130,81076,39415
70133,1187041,20407
70146,48535,22408
70148,26846,23286
70152,965355,69166
70155,160835,97995
70157,35916,67967
70159,1148204,21208
70173,103626,131351
70175,948547,16056
70181,26908,53781
70183,1142988,20943
70186,87400,67463
70188,54476,82311
70197,1221143,204996
70201,95302,47870
70204,41994,104083
70206,844479,21407
70208,971209,12403
70223,44602,62547
70227,433963,15422
70229,837796,14833
70235,315459,41183
70237,1251357,44578
70282,775552,20856
70286,1136608,17654
70293,1135503,24803
70295,1129435,38879
70301,1198138,17335
70305,1075417,13836
70315,1161443,20071
70318,414879,13730
70331,1213922,15438
70334,1114677,18126
70336,1046173,14869
70342,1048171,14415
70344,1127877,30250
70355,99341,121895
70361,1160368,17134
70366,93974,50719
70370,85533,105703
70372,85503,176650
70374,260193,17199
70377,43131,20153
70410,1119191,20777
70418,172348,54982
70421,87164,92989
70423,90185,45999
70425,167137,18908
70432,235376,31067
70439,465461,39286
70451,1029235,13752
70465,783532,22600
70488,249248,99657
70490,25903,40797
70492,28510,40743
70495,913401,17285
70497,1037156,12407
70500,294805,97252
70507,819953,18440
70511,25699,22602
70513,25969,40799
70517,88050,40071
70521,1117666,19422
70529,211445,31670
70531,25830,38107
70533,923811,15137
70535,414243,37047
70537,77941,66949
70541,48757,77285
70543,160535,64728
70545,848281,11115
70549,104118,22795
70559,1111918,21878
70562,806165,18585
70565,1092633,19905
70567,1185836,22051
70571,402115,25902
70587,1122836,16634
70591,247419,58421
70593,112869,56264
70595,74963,31913
70597,1176251,14940
70599,452694,24420
70607,1104835,13797
70609,443076,12605
70611,407008,128856
70629,105790,145066
70637,830570,31216
70641,1151922,19556
70643,976222,23367
70649,96908,49982
70656,1286800,45852
70659,493420,24999
70661,1047494,16710
70663,1032815,19840
70670,60305,25047
70678,996948,33199
70682,1142972,22025
70684,93633,99599
70687,1331064,25183
70689,42771,19170
70695,1045655,14745
70697,436339,19585
70703,103962,41682
70706,1082601,17336
70708,964185,11928
70712,50091,98289
70722,113256,99600
70724,42960,18281
70726,1074929,8895
70728,1172570,18533
70730,756703,30319
70740,831299,18820
70742,1186238,85097
70751,228528,164741
70762,481273,12839
70769,332136,15775
70789,43018,44655
70792,44186,43384
70795,27697,46351
70797,23038,38662
70800,1141486,
70802,396707,18032
70804,30522,677
70806,30523,685
70817,118645,92011
70819,23456,154430
70821,847474,49835
70824,1185837,18759
70826,469979,106028
70828,395417,200039
70831,791318,87683
70833,20298,42638
70837,69446,18568
70839,1320347,33314
70843,1363127,21657
70846,1186369,8899
70849,54821,20778
70862,1229360,22492
70864,790590,17153
70867,464096,21236
70869,1359554,35059
70871,28445,43878
70877,48387,29967
70880,60050,68692
70887,1204979,15641
70889,75086,21955
70891,1343115,43303
70898,1142433,25704
70912,1095442,21371
70914,47189,23115
70920,1275778,41427
70924,80103,184781
70927,973844,36108
70932,865559,23049
70946,105643,26914
70948,110377,121655
70958,948535,15457
70961,58382,758
70964,1196112,43734
70968,808232,41496
70970,436364,12410
70976,823240,45458
70978,92550,64544
70984,1127896,26320
70988,117201,41127
70990,116607,35203
70992,847880,34869
70994,1311067,24150
71007,1260995,65990
71011,35884,60216
71014,38453,21336
71017,113131,35044
71027,82053,2861
71029,1500516,23451
71033,1305806,25376
71047,80594,59314
71057,472033,12244
71065,1332054,58450
71067,60214,5060
71069,1300853,15809
71094,466943,29914
71096,89066,52710
71102,24663,140887
71104,33038,40979
71106,910554,22494
71108,1149362,37903
71110,331041,227370
71112,822833,17899
71114,1272013,18120
71116,352524,106006
71129,1384590,17445
71131,1000764,63581
71133,1202222,23736
71135,1188729,19898
71139,475860,20171
71141,115487,21700
71143,26866,57412
71147,48394,72083
71152,382301,17046
71154,790665,6309
71156,1234548,10313
71158,1193627,20715
71160,1323925,17632
71164,45554,31936
71168,52609,40954
71170,69398,8071
71178,48933,43255
71180,76517,42225
71182,73800,689
71184,1176244,22774
71187,14358,53430
71189,22150,32317
71199,63291,47576
71201,1230164,2979
71203,1228933,17618
71205,1131734,19994
71211,1130080,11323
71216,19946,117531
71237,116533,42762
71239,906734,3511
71241,48691,37317
71243,41954,25900
71246,1190858,29134
71248,1225822,12569
71252,1144884,19912
71254,1034032,18501
71264,844471,22794
71266,110936,279606
71268,1385912,26367
71276,108137,43757
71278,23243,23253
71280,53455,114618
71282,1286537,18570
71285,1339268,36703
71300,64073,46768
71302,51380,18724
71304,762073,22536
71318,858486,16873
71322,1188998,22326
71325,899106,25643
71327,810784,29963
71341,450336,30685
71343,46353,25549
71348,1282257,63615
71350,45124,26009
71357,374279,26500
71361,119347,35113
71363,381104,40225
71372,337636,17455
71374,354623,12699
71376,479354,25532
71379,1179904,23827
71382,875705,14579
71384,39135,185591
71386,49225,28299
71390,996966,16194
71402,47582,62396
71404,53882,18974
71409,1423592,64450
71413,28575,44208
71416,33704,19136
71418,1153690,25112
71426,65553,28051
71429,1262981,20178
71433,58006,67612
71438,1087578,25050
71442,45034,43360
71444,50870,41053
71446,57336,54563
71448,73915,76636
71450,1232207,22074
71453,41842,91262
71458,64300,38670
71460,1084972,22717
71462,1313104,23128
71464,1019452,12573
71466,1174730,28053
71468,1071804,24869
71472,1527,90056
71474,85448,126597
71482,1010055,24561
71484,985058,36800
71486,856778,14476
71488,85816,104275
71490,1220213,21398
71494,419724,23127
71497,59715,39506
71500,862856,23202
71503,907676,24001
71518,1172233,22798
71520,1058017,23082
71522,1286798,62635
71525,34424,61524
71530,986263,19959
71533,1097013,18065
71535,1156398,19908
71537,1016075,28665
71542,1331025,23044
71545,102638,54191
71550,1018818,18176
71556,1038971,23532
71558,37492,46068
71560,42179,33474
71571,1232783,26688
71573,365929,22787
71575,405393,4786
71579,1174732,24684
71582,164013,77246
71591,44320,63795
71606,86542,63978
71619,1035736,11156
71634,28313,74469
71638,881934,44054
71640,1333634,26763
71650,81746,99189
71653,72761,18710
71664,47794,33476
71668,1078940,19899
71670,881891,23706
71675,1504402,142084
71677,1360866,39488
71685,18066,106254
71688,1093370,11807
71691,1097643,17622
71693,56846,60773
71695,18839,885
71697,25610,126136
71700,896534,23966
71702,477331,188858
71705,9062,48214
71707,416938,44685
71709,87433,92990
71717,24991,43902
71719,30063,43850
71726,1499213,33857
71728,274518,33380
71730,1276996,70569
71732,902290,21910
71736,103190,4734
71738,34175,42678
71740,44103,44334
71743,19558,42537
71745,386117,16523
71748,459913,46931
71750,61465,1686
71755,62352,67062
71758,54073,59239
71760,73166,85927
71762,79020,63107
71765,780524,29124
71779,75627,44630
71792,9611,53423
71795,46034,37340
71804,87983,38702
71806,97782,43990
71808,94750,18214
71810,126388,3513
71817,1326194,19837
71821,1100119,25132
71823,808399,12572
71838,1197624,22803
71840,42464,32563
71851,68727,52941
71865,105256,180576
71867,1075110,33806
71873,108650,50936
71876,1129445,8915
71878,814335,19904
71888,98283,120518
71899,978762,24238
71902,1186370,19918
71910,471041,24056
71926,926380,23512
71928,896529,31189
71931,64386,54154
71933,57813,85763
71936,49843,37637
71938,59776,94663
71940,60860,69912
71942,44446,51619
71966,189219,21058
71970,37193,30506
71973,77309,97029
71976,52295,71041
71978,17128,98914
71980,21409,54419
71986,63084,89681
71989,56371,42788
71991,1224366,8926
71993,1353997,16398
71995,1391579,24392
71999,14646,2973
72001,15167,32928
72011,1193138,22947
72013,238768,141640
72016,455940,168607
72018,358500,13558
72022,79007,105419
72027,99949,47430
72030,791268,34631
72032,906743,234937
72035,84362,19035
72037,98481,56619
72039,1100048,26191
72041,1100053,23173
72043,1482967,53985
72045,260688,49167
72090,43251,39306
72092,48919,71171
72094,465737,84089
72096,480163,31021
72100,71908,173171
72102,414469,48329
72104,96880,44338
72109,1425928,36577
72113,1130088,22447
72117,26725,43893
72124,100879,65403
72129,1233227,22804
72131,1477715,13576
72142,1128075,28422
72153,106661,108021
72156,120393,94653
72159,780180,1697
72161,45465,36949
72163,60048,38680
72165,450405,24418
72167,1300851,22821
72169,1213585,22800
72171,1190536,24804
72176,1228953,29150
72178,475783,14968
72204,492754,38065
72209,375568,16577
72212,29347,61647
72216,79839,37767
72224,1161418,22820
72226,432283,10315
72228,974014,30431
72235,112491,197552
72249,1023441,38984
72258,114697,36278
72261,114108,54648
72263,196106,32834
72265,795438,14834
72267,188160,53263
72273,55310,51317
72276,52924,70555
72281,62663,63401
72283,19286,84273
72287,345672,82040
72290,19649,85715
72292,57654,836
72294,1067106,17979
72298,44860,43370
72300,129134,113520
72302,24402,94638
72304,35881,84656
72308,1286130,105077
72310,62804,95600
72315,6780,84772
72321,1515158,106537
72325,52954,53767
72327,51959,18930
72330,1134629,4475
72332,1517595,
72334,765849,24565
72336,32397,108200
72340,36203,77121
72342,930071,52048
72344,13688,75804
72356,1425244,24480
72360,330801,37060
72363,14770,176273
72367,758751,19851
72369,1054122,24293
72378,1190080,14161
72380,362478,22825
72386,913425,8088
72388,120244,70805
72391,1242845,21581
72393,1220198,22824
72395,929632,25793
72400,42006,23189
72405,1095217,11699
72407,1259571,18239
72424,298296,17774
72479,790712,28089
72483,435679,14859
72485,1172963,7860
72489,1186367,22832
72491,1337051,32511
72505,367478,14172
72507,458471,19167
72512,459127,121088
72516,834941,73501
72524,70902,2261
72537,462329,9924
72552,87866,30231
72554,1242422,33273
72557,1139319,33035
72559,76297,55628
72571,68498,112687
72574,783598,20411
72583,94349,71329
72585,26564,32543
72587,67546,54966
72589,48820,91426
72591,120786,6058
72593,196158,31002
72601,1543920,34003
72603,1526300,25472
72605,765010,7445
72607,138645,23269
72609,143001,411456
72612,81040,47466
72618,128648,109175
72621,415853,153118
72624,878674,18595
72626,9932,53516
72628,1267319,27258
72630,804529,20764
72632,1310569,25467
72634,803005,161094
72637,938780,267523
72641,878804,22881
72643,17961,93743
72645,96337,97035
72647,131149,88276
72649,66639,94466
72651,18523,99875
72653,378889,126863
72657,76147,58435
72668,257231,1284
72670,804443,19116
72672,1232831,25716
72674,10806,36106
72678,130232,90041
72681,46712,104776
72683,22080,8353
72692,238414,15400
72694,1247692,22640
72696,976238,22949
72698,377100,36272
72701,762125,16866
72703,1175506,12404
72712,1241325,23951
72714,358456,30238
72718,1087527,29406
72720,1315981,34653
72722,1107859,14452
72724,1227177,18472
72726,1186366,51284
72731,380510,7980
72733,1057500,22954
72735,115832,2143
72737,780521,10198
72741,780511,26171
72751,55558,32634
72762,913354,4597
72764,936471,37190
72777,91276,31909
72781,1104746,
72784,91415,62131
72787,1023500,20606
72815,892773,139212
72822,1031947,57654
72833,448993,18175
72840,99312,88067
72842,110805,30526
72844,20163,347
72846,65417,35867
72848,53279,64414
72850,84345,83491
72852,57207,56800
72854,14109,38759
72856,40607,28392
72866,59856,92432
72870,48610,45987
72872,114432,55261
72874,119872,27719
72876,22017,42836
72878,39074,101382
72880,54880,47122
72883,60063,89785
72885,30055,129417
72897,19574,53161
72899,317171,47046
72904,460480,82404
72906,59503,128846
72908,38476,63764
72910,93133,148597
72913,1421032,46886
72915,63417,129303
72919,1314228,24438
72921,7361,174598
72923,74367,60639
72925,80629,125512
72927,419704,14704
72929,242285,100122
72931,84764,48496
72934,35105,33052
72936,38084,140281
72947,1305714,26032
72949,850667,29697
72953,976026,16576
72956,1175500,272772
72958,1129428,19197
72960,1527679,23947
72980,1068678,25968
72982,1461312,61872
72995,70468,32615
72998,499549,19995
73000,875034,10197
73002,489070,9650
73008,273148,64481
73010,450664,10268
73015,1230414,22897
73017,988045,10528
73023,1263670,25196
73025,1233571,13988
73027,824758,36811
73031,77768,40054
73042,1231580,23398
73049,1086216,28520
73051,499375,15772
73056,5916,132397
73060,443506,38908
73064,77729,42206
73086,35860,26533
73089,1183251,25137
73099,277255,22043
73101,1242545,18898
73106,1407050,26123
73109,49875,40494
73111,66448,27172
73114,48990,17591
73117,58335,49687
73121,139465,51831
73123,120851,44808
73125,16004,121379
73133,1185384,41886
73135,790676,24050
73137,16481,94803
73139,66192,156015
73141,17162,94727
73143,139153,132392
73145,38206,114790
73148,194722,36293
73150,179477,26129
73152,28436,110733
73154,33686,96107
73158,15687,89647
73160,96142,27390
73162,199650,122163
73165,119957,352237
73168,806203,25769
73170,986213,14159
73183,70077,25680
73185,318635,36117
73188,27951,43876
73194,84808,63215
73196,42031,124994
73198,129389,54051
73200,25478,80960
73202,83230,97032
73204,32086,148536
73208,813541,64736
73211,1226681,23963
73224,1512792,35148
73226,1144866,26465
73228,218080,51422
73230,214871,60489
73232,847167,16204
73234,1210801,23404
73236,1182609,20236
73240,944114,148077
73245,48283,42564
73256,95286,65572
73261,51028,25190
73266,403702,22327
73268,433362,19901
73270,1206488,28644
73276,1300563,24458
73284,926110,13723
73286,858433,15791
73290,1028532,28178
73304,105670,291554
73306,99506,149851
73314,446083,14773
73317,78119,147683
73319,1216492,25195
73321,1037705,20504
73323,1343097,33613
73328,418239,57251
73330,68698,85126
73334,102458,123772
73339,74686,4286
73344,1235166,21575
73355,147651,104320
73359,61736,4932
73365,946998,39023
73370,85101,113879
73384,115016,187401
73386,976246,25927
73390,419073,14173
73392,1503769,28227
73399,258761,31875
73401,425321,44085
73411,1543283,58589
73413,1185431,26820
73416,1143891,119905
73431,1107860,24271
73442,271543,52273
73444,321997,95140
73447,26417,179066
73449,57634,37222
73453,431961,
73457,44982,55197
73460,89507,87065
73462,109739,20551
73464,368688,28280
73466,402127,26125
73469,949815,26765
73472,250730,5707
73475,233105,323111
73478,390393,26961
73480,6745,126925
73488,806027,1450
73492,1002539,101006
73494,28355,52429
73499,110419,81895
73501,49607,148435
73504,781435,46335
73511,892767,18476
73513,367110,15774
73515,472050,20107
73523,1224153,12161
73526,51065,164421
73529,119413,101342
73531,93393,41970
73533,297905,89800
73569,92501,21521
73572,1233219,44027
73581,120872,143098
73587,1244668,31175
73590,929412,22274
73608,68688,4579
73614,75938,32097
73617,1318022,83430
73630,23305,13634
73639,78799,144089
73641,85694,40229
73664,944834,10800
73668,906783,277622
73676,485976,25676
73678,105871,44941
73681,1320082,25205
73708,1379667,17602
73710,1247703,14981
73713,329485,45699
73718,974613,17606
73730,1393000,25594
73741,1182921,25602
73744,1380130,40660
73754,1334556,101376
73759,495212,
73772,104753,49956
73774,30127,43844
73776,995029,15930
73778,28201,65642
73780,56537,86303
73782,35823,63771
73790,29080,52229
73804,463872,2395
73808,1190539,13855
73813,800334,21153
73818,115928,83994
73820,841108,5761
73822,82727,57978
73824,75622,23999
73826,60486,42720
73829,1350498,17911
73831,1499228,32559
73834,1288482,253476
73851,90968,69061
73854,58536,13382
73858,918511,13358
73860,1266029,33511
73862,1149400,27182
73868,1104694,29110
73870,1235448,23410
73872,1491605,266740
73874,346631,22164
73876,443676,15255
73879,273842,71885
73881,1187043,20453
73883,137224,108573
73885,948544,16095
73900,378072,4253
73912,45808,43346
73914,67774,40083
73919,77295,61864
73922,105297,59390
73929,1038686,22894
73954,35616,15807
73967,19788,85507
73978,39931,72241
73981,33873,22404
73983,1187044,27567
73987,136478,147692
73989,99397,41787
73991,102733,106482
74014,1194620,26752
74017,91051,48609
74056,304820,251281
74061,423881,160266
74064,1170391,21033
74075,1185266,23988
74086,835456,186129
74089,54176,51120
74095,98692,21453
74097,3740,5153
74099,33226,17836
74103,142998,51429
74107,37384,32130
74109,26519,126083
74111,950739,13522
74113,62041,47370
74115,1472122,31156
74127,72156,84104
74129,439182,46336
74131,1244659,27569
74135,1404661,62775
74137,33174,120109
74139,365675,8349
74141,88040,75877
74144,26246,43891
74148,1286821,33295
74150,1084955,29501
74152,804558,16453
74154,1185416,13477
74156,1226273,12201
74159,430063,47554
74161,26199,33395
74164,15202,2974
74204,969269,14016
74226,105438,94706
74228,1187064,26466
74230,117555,49807
74255,95958,99749
74257,99026,79509
74261,53715,46623
74263,26261,52863
74266,65872,92283
74271,84881,42137
74275,1045772,8952
74282,92571,40724
74284,1230155,202855
74287,1219336,33159
74297,424273,26137
74300,104892,71825
74302,106850,103201
74306,439817,98246
74310,30944,33630
74317,1530487,51675
74319,104060,281287
74324,1278469,33602
74327,926759,12169
74332,93240,252407
74337,46903,43333
74339,78382,42212
74342,56903,33728
74355,1133993,27989
74370,1172994,25983
74382,27367,42683
74404,347167,271677
74406,449306,46423
74416,1232776,24469
74426,213890,11518
74428,1027658,7344
74431,499262,4887
74434,165546,51022
74436,106449,31578
74438,110054,18670
74446,264695,25293
74448,281173,59013
74450,817230,32856
74452,780653,7978
74456,819755,60086
74458,1130884,11324
74471,270645,90052
74473,310851,81382
74475,1221141,8898
74478,122804,183946
74480,1049405,17334
74484,1212974,26715
74486,790799,19311
74488,1235796,38448
74491,1329539,45988
74493,1289437,20047
74504,1364487,55522
74506,56884,81399
74508,844330,13949
74510,1216487,24253
74512,1422757,15324
74530,814255,32657
74532,1385867,23742
74538,60648,36457
74541,1337032,27561
74545,1139328,11439
74547,65611,42586
74553,485601,26963
74573,1183921,32868
74575,64952,30298
74580,1273678,23172
74582,1220628,30128
74588,42296,29381
74590,37795,42295
74595,1210039,41894
74613,46429,67736
74619,448965,25950
74621,1241316,32124
74624,1186830,26428
74630,52427,56931
74641,1146325,12273
74647,1220220,22805
74649,886531,79519
74653,1075419,20083
74657,1143110,29388
74668,1247640,15357
74671,796355,20406
74673,1335992,22166
74675,1380232,408956
74677,1352852,18489
74679,1433856,
74681,48481,120280
74683,282744,19962
74685,455407,29427
74688,989757,22971
74696,1512201,45576
74698,808510,23023
74701,1232790,29785
74706,257497,63195
74727,68519,20871
74731,1087842,14235
74733,478813,71370
74738,446719,25967
74740,1016301,5595
74748,1094275,32092
74750,1245112,10664
74752,961722,28739
74754,368226,17473
74760,307057,200664
74777,133245,224642
74780,62681,117499
74782,87587,174748
74787,1188996,26022
74789,1014759,12155
74791,1433540,40623
74795,947810,22972
74799,26164,119819
74818,914837,29182
74820,58085,17277
74827,1077262,24424
74851,1179034,26389
